id,m_cf1,m_cf2,m_cf3,m_cf4,m_cf5,m_cf6,m_cf7,m_cf8,m_cf9,m_cf10
1317,6.33,4.33,19.64,6.09,59.37,0.85,9.82,7.1,5.84,7.88
1318,6.52,4.4,19.71,6.14,61.26,1.0,9.81,6.95,6.05,8.07
1319,6.68,4.45,19.76,6.16,63.16,0.85,9.8,6.83,6.29,8.25
1320,6.72,4.46,19.77,6.16,65.05,0.79,9.78,6.98,6.54,8.41
1321,6.72,4.46,19.77,6.16,66.95,0.75,9.75,7.14,6.79,8.59
1322,6.72,4.46,19.77,6.14,68.84,0.71,9.72,7.29,7.04,8.74
1323,6.68,4.45,19.76,6.09,70.74,0.68,9.68,7.45,7.3,8.88
1324,6.52,4.4,19.71,6.04,72.63,0.64,9.63,7.6,7.54,9.02
1325,6.33,4.33,19.64,5.97,74.32,0.62,9.58,7.76,7.82,9.12
1326,6.09,4.23,19.53,5.9,76.0,0.59,9.51,7.9,8.07,9.19
1327,5.85,4.14,19.41,5.8,77.68,0.56,9.46,8.03,8.33,9.21
1328,5.6,4.03,19.25,5.71,79.16,0.54,9.52,8.17,8.6,9.19
1329,5.33,3.91,19.05,5.59,80.63,0.52,9.58,8.29,8.86,9.12
1330,5.11,3.8,18.86,5.47,81.89,0.5,9.63,8.41,9.06,9.02
1331,4.87,3.68,18.61,5.35,82.95,0.48,9.67,8.52,9.13,8.88
1332,4.61,3.55,18.31,5.2,84.0,0.46,9.7,8.6,9.06,8.74
1333,4.39,3.43,18.02,5.06,84.63,0.44,9.73,8.69,8.86,8.59
1334,4.18,3.31,17.71,4.89,85.05,0.42,9.75,8.74,8.6,8.41
1335,3.95,3.17,17.33,4.75,85.26,0.4,9.75,8.78,8.33,8.25
1336,3.74,3.04,16.92,4.58,85.05,0.38,9.76,8.79,8.07,8.07
1337,3.55,2.92,16.53,4.41,84.63,0.37,9.75,8.78,7.82,7.88
1338,3.34,2.78,16.07,4.22,84.0,0.35,9.75,8.74,7.54,7.7
1339,3.14,2.65,15.57,4.05,82.95,0.34,9.73,8.69,7.3,7.52
1340,2.97,2.53,15.11,3.86,81.89,0.32,9.7,8.6,7.04,7.33
1341,2.78,2.39,14.56,3.67,80.63,0.31,9.67,8.52,6.79,7.13
1342,2.59,2.26,13.99,3.48,79.16,0.3,9.63,8.41,6.54,6.95
1343,2.42,2.12,13.38,3.29,77.68,0.28,9.58,8.29,6.29,6.76
1344,2.24,1.99,12.75,3.09,76.42,0.27,9.52,8.17,6.05,6.56
1345,2.09,1.87,12.15,2.88,76.0,0.26,9.46,8.03,5.84,6.39
1346,1.92,1.73,11.47,2.69,75.37,0.25,9.39,7.9,5.61,6.19
1347,1.75,1.6,10.75,2.47,74.53,0.23,9.31,7.76,5.37,5.99
1348,1.59,1.47,10.0,2.28,73.68,0.22,9.22,7.6,5.15,5.8
1349,1.43,1.33,9.23,2.06,72.63,0.21,9.12,7.45,4.92,5.6
1350,1.28,1.2,8.43,1.85,71.37,0.2,9.03,7.29,4.7,5.42
1351,2.74,2.37,14.45,3.88,27.37,0.45,9.33,9.31,2.39,4.91
1352,2.91,2.49,14.95,4.05,29.47,0.46,9.37,9.29,2.59,4.99
1353,3.1,2.62,15.47,4.24,31.37,0.47,9.41,9.22,2.8,5.19
1354,3.28,2.74,15.92,4.41,33.47,0.48,9.42,9.14,3.0,5.38
1355,3.48,2.88,16.39,4.56,35.58,0.48,9.44,9.02,3.21,5.56
1356,3.67,3.0,16.79,4.72,37.68,0.5,9.46,8.9,3.42,5.76
1357,3.89,3.13,17.21,4.87,39.79,0.52,9.49,8.76,3.63,5.95
1358,4.09,3.25,17.56,5.01,41.68,0.54,9.56,8.6,3.85,6.15
1359,4.3,3.37,17.88,5.16,43.79,0.56,9.63,8.47,4.06,6.33
1360,4.51,3.49,18.19,5.28,45.89,0.59,9.68,8.31,4.28,6.52
1361,4.74,3.62,18.47,5.4,48.0,0.61,9.73,8.14,4.5,6.7
1362,4.97,3.74,18.72,5.49,49.89,0.64,9.77,7.98,4.72,6.9
1363,5.19,3.84,18.93,5.59,52.0,0.67,9.81,7.83,4.94,7.07
1364,5.42,3.95,19.12,5.68,54.11,0.71,9.83,7.66,5.17,7.27
1365,5.63,4.05,19.27,5.76,56.0,0.74,9.85,7.48,5.4,7.45
1366,5.85,4.14,19.41,5.8,58.11,0.78,9.86,7.33,5.63,7.62
1367,6.05,4.22,19.51,5.85,60.0,0.83,9.87,7.16,5.86,7.8
1368,6.19,4.27,19.58,5.9,62.11,0.85,9.86,6.98,6.1,7.98
1369,6.3,4.31,19.62,5.92,64.0,0.83,9.85,6.9,6.34,8.15
1370,6.33,4.33,19.64,5.92,65.89,0.78,9.83,7.05,6.59,8.31
1371,6.33,4.33,19.64,5.92,68.0,0.74,9.81,7.21,6.84,8.47
1372,6.33,4.33,19.64,5.9,69.89,0.71,9.77,7.38,7.07,8.61
1373,6.3,4.31,19.62,5.85,71.79,0.67,9.73,7.53,7.33,8.74
1374,6.19,4.27,19.58,5.8,73.68,0.64,9.68,7.69,7.6,8.86
1375,6.05,4.22,19.51,5.76,75.37,0.61,9.63,7.84,7.87,8.94
1376,5.85,4.14,19.41,5.68,77.26,0.59,9.56,7.98,8.16,9.0
1377,5.63,4.05,19.27,5.59,78.95,0.56,9.49,8.14,8.45,9.02
1378,5.42,3.95,19.12,5.49,80.63,0.54,9.46,8.28,8.73,9.0
1379,5.19,3.84,18.93,5.4,82.11,0.52,9.51,8.41,9.06,8.94
1380,4.97,3.74,18.72,5.28,83.58,0.5,9.56,8.53,9.34,8.86
1381,4.74,3.62,18.47,5.16,84.84,0.48,9.6,8.66,9.5,8.74
1382,4.51,3.49,18.19,5.01,85.89,0.46,9.64,8.76,9.34,8.61
1383,4.3,3.37,17.88,4.87,86.74,0.44,9.66,8.84,9.06,8.47
1384,4.09,3.25,17.56,4.72,87.16,0.42,9.68,8.91,8.73,8.31
1385,3.89,3.13,17.21,4.56,87.37,0.4,9.69,8.95,8.45,8.15
1386,3.67,3.0,16.79,4.41,87.16,0.38,9.7,8.97,8.16,7.98
1387,3.48,2.88,16.39,4.24,86.74,0.37,9.69,8.95,7.87,7.8
1388,3.28,2.74,15.92,4.05,85.89,0.35,9.68,8.91,7.6,7.62
1389,3.1,2.62,15.47,3.88,84.84,0.34,9.66,8.84,7.33,7.45
1390,2.91,2.49,14.95,3.72,83.58,0.32,9.64,8.76,7.07,7.27
1391,2.74,2.37,14.45,3.53,82.11,0.3,9.6,8.66,6.84,7.07
1392,2.56,2.23,13.87,3.33,80.63,0.29,9.56,8.53,6.59,6.9
1393,2.38,2.1,13.26,3.14,78.95,0.27,9.51,8.41,6.34,6.7
1394,2.21,1.96,12.62,2.95,77.26,0.26,9.46,8.28,6.1,6.52
1395,2.05,1.84,12.02,2.76,75.37,0.25,9.4,8.14,5.86,6.33
1396,1.88,1.71,11.32,2.54,73.68,0.24,9.32,7.98,5.63,6.15
1397,1.72,1.57,10.6,2.35,72.63,0.23,9.25,7.84,5.4,5.95
1398,1.56,1.44,9.85,2.13,71.79,0.22,9.16,7.69,5.17,5.76
1399,1.4,1.3,9.07,1.94,70.74,0.21,9.07,7.53,4.94,5.56
1400,1.26,1.18,8.34,1.73,69.68,0.19,8.97,7.38,4.72,5.38
1401,2.69,2.33,14.28,3.72,27.58,0.43,9.23,9.48,2.39,4.75
1402,2.85,2.45,14.78,3.88,29.68,0.44,9.28,9.45,2.59,4.95
1403,3.04,2.58,15.32,4.05,31.79,0.45,9.31,9.38,2.8,5.15
1404,3.22,2.7,15.77,4.22,33.89,0.46,9.34,9.28,3.0,5.32
1405,3.4,2.82,16.21,4.39,36.0,0.47,9.37,9.14,3.21,5.52
1406,3.61,2.96,16.66,4.53,38.11,0.49,9.45,9.0,3.42,5.72
1407,3.8,3.08,17.04,4.68,40.21,0.51,9.53,8.84,3.63,5.89
1408,4.0,3.2,17.4,4.82,42.11,0.54,9.6,8.69,3.85,6.09
1409,4.2,3.32,17.74,4.94,44.21,0.56,9.67,8.53,4.06,6.27
1410,4.39,3.43,18.02,5.06,46.32,0.58,9.72,8.36,4.28,6.46
1411,4.61,3.55,18.31,5.18,48.42,0.61,9.77,8.21,4.5,6.64
1412,4.82,3.66,18.55,5.28,50.53,0.64,9.81,8.03,4.72,6.82
1413,5.03,3.76,18.78,5.37,52.42,0.66,9.85,7.86,4.94,7.01
1414,5.22,3.86,18.96,5.44,54.53,0.69,9.87,7.71,5.17,7.19
1415,5.42,3.95,19.12,5.52,56.63,0.72,9.89,7.53,5.4,7.37
1416,5.6,4.03,19.25,5.59,58.74,0.76,9.9,7.36,5.63,7.54
1417,5.76,4.1,19.35,5.64,60.63,0.78,9.91,7.19,5.86,7.7
1418,5.88,4.15,19.43,5.66,62.74,0.79,9.9,7.02,6.1,7.88
1419,5.95,4.18,19.46,5.68,64.63,0.78,9.89,6.95,6.34,8.04
1420,5.98,4.19,19.48,5.68,66.74,0.76,9.87,7.1,6.59,8.19
1421,5.98,4.19,19.48,5.68,68.63,0.72,9.85,7.28,6.84,8.33
1422,5.98,4.19,19.48,5.66,70.74,0.69,9.81,7.43,7.1,8.47
1423,5.95,4.18,19.46,5.64,72.63,0.66,9.77,7.6,7.36,8.59
1424,5.88,4.15,19.43,5.59,74.53,0.64,9.72,7.76,7.62,8.68
1425,5.76,4.1,19.35,5.52,76.42,0.61,9.67,7.91,7.9,8.76
1426,5.6,4.03,19.25,5.44,78.32,0.58,9.6,8.07,8.18,8.8
1427,5.42,3.95,19.12,5.37,80.21,0.56,9.53,8.22,8.48,8.82
1428,5.22,3.86,18.96,5.28,81.89,0.54,9.45,8.38,8.79,8.8
1429,5.03,3.76,18.78,5.18,83.58,0.51,9.44,8.52,9.13,8.76
1430,4.82,3.66,18.55,5.06,85.05,0.49,9.49,8.66,9.5,8.68
1431,4.61,3.55,18.31,4.94,86.53,0.47,9.53,8.78,10.0,8.59
1432,4.39,3.43,18.02,4.82,87.79,0.46,9.56,8.9,9.5,8.47
1433,4.2,3.32,17.74,4.68,88.63,0.44,9.6,9.0,9.13,8.33
1434,4.0,3.2,17.4,4.53,89.26,0.42,9.61,9.07,8.79,8.19
1435,3.8,3.08,17.04,4.39,89.47,0.4,9.63,9.12,8.48,8.04
1436,3.61,2.96,16.66,4.22,89.26,0.38,9.63,9.14,8.18,7.88
1437,3.4,2.82,16.21,4.05,88.63,0.37,9.63,9.12,7.9,7.7
1438,3.22,2.7,15.77,3.88,87.79,0.35,9.61,9.07,7.62,7.54
1439,3.04,2.58,15.32,3.72,86.53,0.33,9.6,9.0,7.36,7.37
1440,2.85,2.45,14.78,3.55,85.05,0.32,9.56,8.9,7.1,7.19
1441,2.69,2.33,14.28,3.36,83.58,0.3,9.53,8.78,6.84,7.01
1442,2.5,2.19,13.69,3.19,81.89,0.29,9.49,8.66,6.59,6.82
1443,2.34,2.07,13.13,3.0,80.21,0.27,9.44,8.52,6.34,6.64
1444,2.17,1.94,12.49,2.81,78.32,0.26,9.39,8.38,6.1,6.46
1445,2.0,1.8,11.81,2.61,76.42,0.24,9.32,8.22,5.86,6.27
1446,1.85,1.68,11.18,2.42,74.53,0.23,9.26,8.07,5.63,6.09
1447,1.69,1.55,10.45,2.23,72.63,0.22,9.17,7.91,5.4,5.89
1448,1.53,1.41,9.7,2.01,70.74,0.21,9.09,7.76,5.17,5.72
1449,1.37,1.28,8.91,1.82,68.84,0.2,8.99,7.6,4.94,5.52
1450,1.23,1.16,8.18,1.61,67.79,0.19,8.89,7.43,4.72,5.32
1451,2.63,2.28,14.1,3.55,28.0,0.42,9.14,9.66,2.39,4.72
1452,2.8,2.41,14.62,3.72,30.11,0.43,9.17,9.62,2.59,4.89
1453,2.97,2.53,15.11,3.88,32.21,0.43,9.2,9.52,2.8,5.09
1454,3.14,2.65,15.57,4.05,34.11,0.45,9.31,9.38,3.0,5.28
1455,3.32,2.77,16.02,4.2,36.21,0.47,9.41,9.22,3.21,5.46
1456,3.5,2.89,16.44,4.34,38.32,0.49,9.49,9.07,3.42,5.66
1457,3.69,3.01,16.83,4.48,40.42,0.51,9.56,8.91,3.63,5.83
1458,3.89,3.13,17.21,4.6,42.53,0.53,9.64,8.74,3.85,6.03
1459,4.09,3.25,17.56,4.72,44.63,0.55,9.7,8.59,4.06,6.21
1460,4.27,3.36,17.85,4.84,46.74,0.58,9.75,8.41,4.28,6.39
1461,4.46,3.47,18.12,4.96,48.84,0.6,9.81,8.24,4.5,6.56
1462,4.66,3.58,18.38,5.06,50.95,0.62,9.85,8.07,4.72,6.74
1463,4.84,3.67,18.58,5.16,52.84,0.65,9.88,7.9,4.94,6.92
1464,5.03,3.76,18.78,5.23,54.95,0.68,9.91,7.72,5.17,7.09
1465,5.19,3.84,18.93,5.3,57.05,0.7,9.92,7.57,5.4,7.27
1466,5.33,3.91,19.05,5.35,59.16,0.72,9.94,7.4,5.63,7.45
1467,5.48,3.98,19.17,5.4,61.26,0.74,9.94,7.22,5.86,7.6
1468,5.57,4.02,19.23,5.42,63.16,0.75,9.94,7.05,6.1,7.76
1469,5.63,4.05,19.27,5.44,65.26,0.74,9.92,6.98,6.34,7.92
1470,5.66,4.06,19.29,5.44,67.37,0.72,9.91,7.16,6.59,8.06
1471,5.66,4.06,19.29,5.44,69.26,0.7,9.88,7.33,6.84,8.19
1472,5.66,4.06,19.29,5.42,71.37,0.68,9.85,7.48,7.07,8.31
1473,5.63,4.05,19.27,5.4,73.47,0.65,9.81,7.66,7.33,8.41
1474,5.57,4.02,19.23,5.35,75.37,0.62,9.75,7.83,7.6,8.51
1475,5.48,3.98,19.17,5.3,77.26,0.6,9.7,7.98,7.87,8.57
1476,5.33,3.91,19.05,5.23,79.37,0.58,9.64,8.14,8.16,8.61
1477,5.19,3.84,18.93,5.16,81.26,0.55,9.56,8.31,8.45,8.62
1478,5.03,3.76,18.78,5.06,82.95,0.53,9.49,8.47,8.73,8.61
1479,4.84,3.67,18.58,4.96,84.84,0.51,9.41,8.6,9.06,8.57
1480,4.66,3.58,18.38,4.84,86.53,0.49,9.42,8.76,9.34,8.51
1481,4.46,3.47,18.12,4.72,88.0,0.47,9.45,8.9,9.5,8.41
1482,4.27,3.36,17.85,4.6,89.47,0.45,9.49,9.02,9.34,8.31
1483,4.09,3.25,17.56,4.48,90.53,0.43,9.51,9.14,9.06,8.19
1484,3.89,3.13,17.21,4.34,91.37,0.41,9.53,9.22,8.73,8.06
1485,3.69,3.01,16.83,4.2,91.58,0.4,9.55,9.29,8.45,7.92
1486,3.5,2.89,16.44,4.05,91.37,0.38,9.55,9.31,8.16,7.76
1487,3.32,2.77,16.02,3.88,90.53,0.36,9.55,9.29,7.87,7.6
1488,3.14,2.65,15.57,3.72,89.47,0.35,9.53,9.22,7.6,7.45
1489,2.97,2.53,15.11,3.55,88.0,0.33,9.51,9.14,7.33,7.27
1490,2.8,2.41,14.62,3.38,86.53,0.32,9.49,9.02,7.07,7.09
1491,2.63,2.28,14.1,3.21,84.84,0.3,9.45,8.9,6.84,6.92
1492,2.45,2.15,13.5,3.02,82.95,0.29,9.42,8.76,6.59,6.74
1493,2.29,2.03,12.94,2.85,81.26,0.27,9.37,8.6,6.34,6.56
1494,2.12,1.9,12.29,2.66,79.37,0.26,9.31,8.47,6.1,6.39
1495,1.97,1.77,11.68,2.47,77.26,0.24,9.25,8.31,5.86,6.21
1496,1.8,1.64,10.97,2.28,75.37,0.23,9.17,8.14,5.63,6.03
1497,1.64,1.51,10.23,2.09,73.47,0.22,9.09,7.98,5.4,5.83
1498,1.5,1.38,9.54,1.89,71.37,0.2,9.01,7.83,5.17,5.66
1499,1.34,1.25,8.75,1.68,69.26,0.19,8.92,7.66,4.94,5.46
1500,1.19,1.12,7.93,1.49,67.37,0.18,8.81,7.48,4.72,5.28
1501,2.56,2.23,13.87,3.38,28.21,0.4,9.02,9.83,2.37,4.66
1502,2.72,2.35,14.39,3.55,30.32,0.41,9.12,9.76,2.57,4.85
1503,2.89,2.47,14.89,3.72,32.42,0.43,9.23,9.62,2.78,5.03
1504,3.06,2.59,15.37,3.86,34.53,0.45,9.34,9.45,2.98,5.21
1505,3.24,2.72,15.82,4.0,36.63,0.46,9.42,9.29,3.19,5.4
1506,3.42,2.84,16.25,4.15,38.53,0.48,9.51,9.12,3.4,5.58
1507,3.59,2.94,16.62,4.27,40.63,0.5,9.6,8.95,3.61,5.78
1508,3.78,3.06,17.0,4.41,42.74,0.52,9.66,8.78,3.82,5.95
1509,3.95,3.17,17.33,4.53,44.84,0.55,9.73,8.6,4.04,6.13
1510,4.13,3.28,17.63,4.63,46.95,0.57,9.78,8.43,4.26,6.31
1511,4.32,3.39,17.92,4.75,49.05,0.59,9.83,8.28,4.48,6.48
1512,4.49,3.48,18.15,4.84,51.16,0.61,9.87,8.1,4.7,6.66
1513,4.66,3.58,18.38,4.92,53.26,0.63,9.91,7.93,4.92,6.84
1514,4.82,3.66,18.55,4.99,55.37,0.65,9.93,7.76,5.15,6.99
1515,4.97,3.74,18.72,5.06,57.47,0.68,9.95,7.59,5.37,7.17
1516,5.11,3.8,18.86,5.11,59.58,0.69,9.96,7.41,5.61,7.33
1517,5.22,3.86,18.96,5.16,61.68,0.71,9.97,7.24,5.84,7.49
1518,5.31,3.9,19.03,5.18,63.58,0.71,9.96,7.07,6.05,7.64
1519,5.33,3.91,19.05,5.2,65.68,0.71,9.95,7.02,6.29,7.78
1520,5.36,3.92,19.08,5.2,67.79,0.69,9.93,7.19,6.54,7.92
1521,5.36,3.92,19.08,5.2,69.89,0.68,9.91,7.36,6.79,8.04
1522,5.36,3.92,19.08,5.18,72.0,0.65,9.87,7.53,7.04,8.15
1523,5.33,3.91,19.05,5.16,73.89,0.63,9.83,7.71,7.3,8.25
1524,5.31,3.9,19.03,5.11,76.0,0.61,9.78,7.86,7.54,8.33
1525,5.22,3.86,18.96,5.06,78.11,0.59,9.73,8.03,7.82,8.39
1526,5.11,3.8,18.86,4.99,80.0,0.57,9.66,8.21,8.07,8.41
1527,4.97,3.74,18.72,4.92,82.11,0.55,9.6,8.36,8.33,8.43
1528,4.82,3.66,18.55,4.84,84.0,0.52,9.51,8.53,8.6,8.41
1529,4.66,3.58,18.38,4.75,85.89,0.5,9.42,8.69,8.86,8.39
1530,4.49,3.48,18.15,4.63,87.79,0.48,9.34,8.84,9.06,8.33
1531,4.32,3.39,17.92,4.53,89.47,0.46,9.37,9.0,9.13,8.25
1532,4.13,3.28,17.63,4.41,91.16,0.45,9.41,9.14,9.06,8.15
1533,3.95,3.17,17.33,4.27,92.42,0.43,9.42,9.28,8.86,8.04
1534,3.78,3.06,17.0,4.15,93.26,0.41,9.44,9.38,8.6,7.92
1535,3.59,2.94,16.62,4.0,93.68,0.39,9.46,9.45,8.33,7.78
1536,3.42,2.84,16.25,3.86,93.26,0.38,9.46,9.48,8.07,7.64
1537,3.24,2.72,15.82,3.72,92.42,0.36,9.46,9.45,7.82,7.49
1538,3.06,2.59,15.37,3.55,91.16,0.34,9.44,9.38,7.54,7.33
1539,2.89,2.47,14.89,3.38,89.47,0.33,9.42,9.28,7.3,7.17
1540,2.72,2.35,14.39,3.21,87.79,0.31,9.41,9.14,7.04,6.99
1541,2.56,2.23,13.87,3.05,85.89,0.3,9.37,9.0,6.79,6.84
1542,2.4,2.11,13.32,2.88,84.0,0.28,9.33,8.84,6.54,6.66
1543,2.22,1.98,12.68,2.69,82.11,0.27,9.28,8.69,6.29,6.48
1544,2.07,1.85,12.09,2.52,80.0,0.26,9.22,8.53,6.05,6.31
1545,1.9,1.72,11.4,2.33,78.11,0.24,9.16,8.36,5.84,6.13
1546,1.75,1.6,10.75,2.13,76.0,0.23,9.09,8.21,5.61,5.95
1547,1.61,1.48,10.08,1.94,73.89,0.21,9.01,8.03,5.37,5.78
1548,1.45,1.34,9.31,1.75,72.0,0.2,8.92,7.86,5.15,5.58
1549,1.29,1.21,8.51,1.56,69.89,0.19,8.83,7.71,4.92,5.4
1550,1.16,1.09,7.76,1.34,67.79,0.18,8.73,7.53,4.7,5.21
1551,2.49,2.18,13.63,3.21,28.21,0.39,9.03,10.0,2.37,4.6
1552,2.65,2.3,14.16,3.36,30.32,0.41,9.15,9.83,2.55,4.77
1553,2.82,2.42,14.67,3.53,32.42,0.42,9.26,9.66,2.76,4.97
1554,2.97,2.53,15.11,3.67,34.53,0.44,9.35,9.48,2.96,5.15
1555,3.14,2.65,15.57,3.81,36.63,0.46,9.44,9.31,3.17,5.32
1556,3.32,2.77,16.02,3.96,38.74,0.48,9.53,9.14,3.38,5.52
1557,3.48,2.88,16.39,4.08,40.84,0.5,9.61,8.97,3.59,5.7
1558,3.65,2.98,16.75,4.2,42.95,0.51,9.68,8.79,3.8,5.87
1559,3.82,3.09,17.09,4.32,45.05,0.53,9.75,8.62,4.02,6.05
1560,3.98,3.19,17.37,4.41,47.16,0.56,9.8,8.45,4.23,6.23
1561,4.16,3.29,17.67,4.53,49.26,0.57,9.85,8.28,4.45,6.39
1562,4.32,3.39,17.92,4.6,51.37,0.59,9.89,8.1,4.67,6.56
1563,4.46,3.47,18.12,4.7,53.47,0.61,9.92,7.93,4.9,6.74
1564,4.61,3.55,18.31,4.77,55.58,0.63,9.95,7.76,5.1,6.9
1565,4.74,3.62,18.47,4.82,57.68,0.65,9.97,7.59,5.33,7.05
1566,4.87,3.68,18.61,4.87,59.79,0.66,9.98,7.41,5.56,7.21
1567,4.95,3.72,18.7,4.92,61.89,0.67,9.99,7.24,5.79,7.35
1568,5.03,3.76,18.78,4.94,64.0,0.68,9.98,7.07,6.03,7.5
1569,5.05,3.78,18.8,4.96,66.11,0.67,9.97,7.05,6.25,7.64
1570,5.08,3.79,18.83,4.96,68.21,0.66,9.95,7.22,6.49,7.76
1571,5.08,3.79,18.83,4.96,70.32,0.65,9.92,7.4,6.74,7.88
1572,5.08,3.79,18.83,4.94,72.21,0.63,9.89,7.57,6.97,7.98
1573,5.05,3.78,18.8,4.92,74.32,0.61,9.85,7.72,7.22,8.07
1574,5.03,3.76,18.78,4.87,76.42,0.59,9.8,7.9,7.46,8.13
1575,4.95,3.72,18.7,4.82,78.53,0.57,9.75,8.07,7.71,8.19
1576,4.87,3.68,18.61,4.77,80.63,0.56,9.68,8.24,7.96,8.21
1577,4.74,3.62,18.47,4.7,82.74,0.53,9.61,8.41,8.18,8.23
1578,4.61,3.55,18.31,4.6,84.63,0.51,9.53,8.59,8.42,8.21
1579,4.46,3.47,18.12,4.53,86.74,0.5,9.44,8.74,8.6,8.19
1580,4.32,3.39,17.92,4.41,88.63,0.48,9.35,8.91,8.73,8.13
1581,4.16,3.29,17.67,4.32,90.53,0.46,9.28,9.07,8.79,8.07
1582,3.98,3.19,17.37,4.2,92.42,0.44,9.31,9.22,8.73,7.98
1583,3.82,3.09,17.09,4.08,94.11,0.42,9.34,9.38,8.6,7.88
1584,3.65,2.98,16.75,3.96,95.37,0.41,9.35,9.52,8.42,7.76
1585,3.48,2.88,16.39,3.81,95.79,0.39,9.37,9.62,8.18,7.64
1586,3.32,2.77,16.02,3.67,95.37,0.37,9.37,9.66,7.96,7.5
1587,3.14,2.65,15.57,3.53,94.11,0.36,9.37,9.62,7.71,7.35
1588,2.97,2.53,15.11,3.36,92.42,0.34,9.35,9.52,7.46,7.21
1589,2.82,2.42,14.67,3.21,90.53,0.33,9.34,9.38,7.22,7.05
1590,2.65,2.3,14.16,3.05,88.63,0.31,9.31,9.22,6.97,6.9
1591,2.49,2.18,13.63,2.88,86.74,0.3,9.28,9.07,6.74,6.74
1592,2.33,2.06,13.07,2.71,84.63,0.28,9.23,8.91,6.49,6.56
1593,2.17,1.94,12.49,2.54,82.74,0.27,9.18,8.74,6.25,6.39
1594,2.0,1.8,11.81,2.35,80.63,0.25,9.12,8.59,6.03,6.23
1595,1.85,1.68,11.18,2.18,78.53,0.24,9.07,8.41,5.79,6.05
1596,1.7,1.56,10.53,1.99,76.42,0.23,8.99,8.24,5.56,5.87
1597,1.54,1.42,9.77,1.8,74.32,0.21,8.92,8.07,5.33,5.7
1598,1.4,1.3,9.07,1.61,72.21,0.2,8.83,7.9,5.1,5.52
1599,1.25,1.17,8.26,1.41,70.32,0.19,8.73,7.72,4.9,5.32
1600,1.11,1.05,7.51,1.22,68.21,0.17,8.64,7.57,4.67,5.15
1601,2.4,2.11,13.32,3.02,28.42,0.38,9.04,9.83,2.33,4.52
1602,2.56,2.23,13.87,3.19,30.53,0.4,9.16,9.76,2.53,4.72
1603,2.72,2.35,14.39,3.33,32.63,0.42,9.27,9.62,2.74,4.89
1604,2.87,2.46,14.84,3.48,34.74,0.43,9.37,9.45,2.94,5.07
1605,3.04,2.58,15.32,3.62,36.84,0.45,9.46,9.29,3.15,5.25
1606,3.2,2.69,15.72,3.74,38.95,0.47,9.55,9.12,3.36,5.42
1607,3.36,2.8,16.11,3.86,41.05,0.49,9.63,8.95,3.57,5.6
1608,3.52,2.9,16.48,3.98,43.16,0.5,9.69,8.78,3.78,5.78
1609,3.67,3.0,16.79,4.1,45.26,0.52,9.75,8.6,3.98,5.95
1610,3.84,3.1,17.13,4.2,47.37,0.54,9.81,8.43,4.19,6.13
1611,3.98,3.19,17.37,4.29,49.47,0.56,9.86,8.28,4.41,6.29
1612,4.13,3.28,17.63,4.39,51.58,0.58,9.9,8.1,4.63,6.46
1613,4.27,3.36,17.85,4.46,53.68,0.59,9.94,7.93,4.85,6.62
1614,4.39,3.43,18.02,4.53,55.79,0.61,9.96,7.76,5.05,6.78
1615,4.51,3.49,18.19,4.58,57.89,0.62,9.98,7.59,5.28,6.94
1616,4.61,3.55,18.31,4.63,60.0,0.64,9.99,7.41,5.51,7.07
1617,4.71,3.6,18.44,4.68,62.11,0.64,10.0,7.24,5.72,7.23
1618,4.76,3.63,18.5,4.7,64.21,0.64,9.99,7.07,5.96,7.35
1619,4.82,3.66,18.55,4.72,66.32,0.64,9.98,7.07,6.2,7.49
1620,4.82,3.66,18.55,4.72,68.42,0.64,9.96,7.24,6.42,7.6
1621,4.82,3.66,18.55,4.72,70.53,0.62,9.94,7.41,6.64,7.7
1622,4.82,3.66,18.55,4.7,72.63,0.61,9.9,7.59,6.89,7.8
1623,4.82,3.66,18.55,4.68,74.74,0.59,9.86,7.76,7.12,7.88
1624,4.76,3.63,18.5,4.63,76.84,0.58,9.81,7.93,7.33,7.96
1625,4.71,3.6,18.44,4.58,78.95,0.56,9.75,8.1,7.57,8.0
1626,4.61,3.55,18.31,4.53,80.84,0.54,9.69,8.28,7.79,8.04
1627,4.51,3.49,18.19,4.46,82.95,0.52,9.63,8.43,7.98,8.04
1628,4.39,3.43,18.02,4.39,85.05,0.5,9.55,8.6,8.18,8.04
1629,4.27,3.36,17.85,4.29,87.16,0.49,9.46,8.78,8.33,8.0
1630,4.13,3.28,17.63,4.2,89.26,0.47,9.37,8.95,8.45,7.96
1631,3.98,3.19,17.37,4.1,91.37,0.45,9.27,9.12,8.48,7.88
1632,3.84,3.1,17.13,3.98,93.26,0.43,9.2,9.29,8.45,7.8
1633,3.67,3.0,16.79,3.86,95.37,0.42,9.23,9.45,8.33,7.7
1634,3.52,2.9,16.48,3.74,97.05,0.4,9.26,9.62,8.18,7.6
1635,3.36,2.8,16.11,3.62,97.89,0.38,9.27,9.76,7.98,7.49
1636,3.2,2.69,15.72,3.48,97.05,0.37,9.27,9.83,7.79,7.35
1637,3.04,2.58,15.32,3.33,95.37,0.35,9.27,9.76,7.57,7.23
1638,2.87,2.46,14.84,3.19,93.26,0.34,9.26,9.62,7.33,7.07
1639,2.72,2.35,14.39,3.02,91.37,0.32,9.23,9.45,7.12,6.94
1640,2.56,2.23,13.87,2.88,89.26,0.31,9.2,9.29,6.89,6.78
