id,cf1,cf2,cf3,cf4,cf5,cf6,cf7,cf8,cf9,cf10
1320,6.77,4.39,21.85,6.54,69.78,0.74,10.23,7.23,6.55,7.04
1321,6.57,4.35,19.48,7.1,79.72,0.63,10.24,6.08,7.56,8.16
1322,7.27,4.29,18.15,5.02,70.25,0.74,9.66,7.96,7.41,8.68
1323,6.3,4.87,19.46,5.98,68.07,0.73,9.55,5.87,8.05,8.77
1324,8.78,4.52,19.3,6.37,70.29,0.7,7.99,8.41,7.31,8.2
1325,6.24,3.99,19.44,7.19,76.53,0.45,9.61,8.16,6.97,8.34
1326,4.91,4.98,18.44,6.33,82.49,0.58,10.62,6.85,6.87,9.41
1327,5.75,3.53,19.9,6.28,77.43,0.39,9.55,6.65,8.62,8.55
1328,6.69,4.01,16.91,7.13,70.77,0.39,7.47,7.47,10.28,9.58
1329,5.44,3.26,15.78,5.67,77.18,0.69,9.46,7.53,8.42,8.32
1330,3.9,3.12,18.74,5.94,74.0,0.34,10.06,7.26,9.21,9.13
1331,3.77,3.66,20.26,2.33,84.33,0.37,8.42,7.93,8.31,8.22
1332,6.06,2.55,18.59,5.02,76.47,0.53,10.22,8.14,9.06,8.49
1333,5.03,3.42,18.57,5.65,99.7,0.46,9.87,7.38,9.78,8.31
1334,3.34,3.21,14.18,5.79,82.83,0.33,9.08,9.12,8.24,9.85
1335,3.95,3.54,18.39,4.21,89.99,0.33,9.27,7.74,10.07,7.13
1336,3.81,3.77,16.88,6.45,72.43,0.32,10.57,9.11,7.29,8.25
1337,2.79,2.7,21.06,3.93,79.98,0.44,9.83,8.05,9.22,9.05
1338,3.82,1.61,17.58,4.71,77.66,0.17,10.79,9.01,8.4,8.13
1339,4.91,3.1,11.87,4.19,100.04,0.37,9.62,9.27,5.2,8.06
1340,2.89,2.46,16.35,5.89,82.03,0.39,9.43,8.26,5.38,5.93
1341,3.2,2.12,13.7,4.72,94.86,0.29,7.71,8.22,5.87,8.9
1342,2.75,2.57,12.34,3.89,72.52,0.39,9.25,7.67,5.99,7.98
1343,2.51,2.83,14.31,1.37,68.87,0.21,8.21,10.2,7.83,7.55
1344,2.41,2.48,14.45,3.55,82.82,0.11,9.95,8.32,5.48,5.19
1345,2.71,1.34,10.79,3.14,73.84,0.06,8.67,7.04,5.13,7.42
1346,2.06,1.42,14.36,4.14,78.22,0.13,9.26,7.31,4.11,5.68
1347,2.07,0.59,9.93,2.1,71.67,0.09,9.04,8.66,6.1,6.43
1348,0.85,1.57,11.23,1.32,61.78,0.14,9.97,7.74,5.59,7.04
1349,0.0,0.92,8.65,1.91,56.97,0.11,9.81,6.86,5.25,7.72
1350,2.27,1.76,10.06,1.06,74.19,0.14,9.93,7.08,4.29,7.39
1351,2.97,3.27,15.53,2.09,13.39,0.5,9.39,9.34,1.33,3.68
1352,2.48,1.61,16.14,3.77,42.48,0.38,10.48,9.02,1.67,4.8
1353,4.79,2.1,15.53,3.78,28.7,0.51,9.99,10.39,1.83,6.22
1354,4.17,2.9,18.96,3.63,39.8,0.44,9.5,9.13,3.49,5.66
1355,2.65,1.77,14.82,4.73,36.67,0.43,8.85,9.09,3.46,6.43
1356,4.38,2.33,14.62,3.74,49.2,0.46,10.77,7.43,3.6,6.27
1357,5.92,2.4,15.7,4.49,49.69,0.64,11.05,11.29,2.29,4.53
1358,1.94,2.45,16.75,4.47,39.71,0.73,8.95,8.07,3.36,5.86
1359,4.96,3.62,15.63,4.14,42.53,0.64,9.06,8.1,4.73,6.85
1360,5.4,3.7,16.31,4.62,49.31,0.77,8.65,8.33,3.76,4.97
1361,4.36,4.03,19.85,7.15,41.85,0.71,10.34,8.98,4.11,7.25
1362,4.06,3.39,17.71,5.58,52.96,0.65,11.1,5.43,5.02,6.55
1363,8.82,3.64,18.3,5.78,43.94,0.67,10.18,8.39,3.86,8.25
1364,5.41,3.64,19.3,5.34,53.49,0.5,8.66,7.05,3.48,4.65
1365,5.98,3.9,22.05,6.29,56.25,0.58,10.36,6.39,4.75,6.22
1366,5.3,4.88,19.25,5.68,56.23,0.78,12.01,6.94,6.79,8.86
1367,6.32,4.64,19.68,6.21,62.18,0.77,9.35,7.03,4.77,8.61
1368,7.34,3.39,20.52,4.97,80.0,0.99,9.64,7.2,8.08,8.52
1369,5.97,3.04,20.01,6.41,45.86,0.66,9.11,5.45,6.01,8.53
1370,7.76,5.33,17.09,5.63,51.76,0.56,11.2,8.75,6.59,7.71
1371,5.91,5.8,22.01,5.04,36.26,0.63,9.26,6.72,6.69,9.34
1372,6.56,4.79,20.77,5.6,87.15,0.9,10.45,8.22,6.36,10.77
1373,6.89,4.68,21.21,4.65,65.25,0.64,10.46,7.56,8.06,7.6
1374,5.35,4.53,17.68,6.16,75.84,0.63,9.67,7.62,7.04,8.89
1375,6.52,3.71,18.7,6.13,75.4,0.66,10.93,6.69,7.91,10.46
1376,5.32,4.99,20.54,4.92,58.9,0.35,7.88,8.4,7.0,9.63
1377,5.79,4.5,21.75,5.82,67.79,0.65,10.1,8.32,7.45,9.65
1378,5.95,4.09,17.08,5.74,83.75,0.48,10.17,6.82,8.46,10.41
1379,5.63,3.91,19.34,5.09,85.31,0.62,8.61,8.18,8.85,9.31
1380,7.27,3.76,19.27,5.72,66.54,0.64,9.64,7.93,10.36,9.5
1381,4.63,4.01,19.28,4.57,91.97,0.48,10.64,9.14,8.12,9.09
1382,4.04,3.4,17.15,3.36,94.29,0.48,9.89,9.43,9.28,8.75
1383,5.4,2.4,19.94,5.2,76.78,0.35,10.38,8.58,9.39,8.95
1384,5.69,2.68,16.5,5.83,100.69,0.45,11.4,7.48,9.37,9.42
1385,3.72,3.84,18.74,4.18,91.92,0.41,9.47,8.37,9.06,6.86
1386,3.65,2.25,17.61,4.89,102.64,0.41,9.85,8.14,7.63,8.1
1387,4.04,2.96,14.7,3.49,86.27,0.42,8.88,8.02,7.69,9.5
1388,3.62,2.82,19.75,3.15,80.95,0.26,8.3,9.02,7.07,5.83
1389,2.74,2.01,13.85,5.4,72.97,0.37,9.97,8.35,5.69,6.8
1390,1.81,2.52,15.71,1.6,83.49,0.22,8.12,9.96,7.52,8.09
1391,2.71,2.75,14.53,3.58,81.91,0.4,9.89,8.75,7.74,6.14
1392,2.89,2.59,15.26,4.36,97.04,0.08,8.93,6.9,6.67,5.81
1393,2.43,2.05,12.8,4.49,75.0,0.37,10.35,9.79,8.19,3.99
1394,2.23,2.43,15.81,3.05,73.26,0.4,11.89,8.68,6.9,8.3
1395,2.18,0.92,11.51,3.14,71.54,0.28,8.0,10.36,7.25,7.19
1396,1.38,1.79,11.75,1.42,74.03,0.32,11.36,8.41,5.62,7.49
1397,1.25,1.66,8.72,1.58,77.92,0.24,9.21,6.48,6.14,4.23
1398,0.13,0.62,11.14,1.26,77.67,0.18,10.63,6.61,4.28,6.61
1399,1.42,2.47,11.32,1.38,81.69,0.26,8.44,7.28,6.14,4.96
1400,2.22,0.77,8.98,1.73,63.95,0.14,10.17,7.91,6.49,5.33
1401,2.18,2.41,16.46,4.33,36.03,0.47,10.0,8.86,2.35,4.39
1402,6.28,2.47,10.34,4.8,23.46,0.38,10.91,7.73,3.6,4.76
1403,3.37,2.84,13.98,3.9,42.91,0.33,8.73,10.03,1.6,5.97
1404,3.53,2.06,17.07,5.22,31.17,0.41,9.68,10.32,2.5,6.79
1405,1.57,2.62,15.79,3.6,37.48,0.59,8.15,10.14,4.49,4.77
1406,3.26,3.21,18.02,6.4,22.67,0.5,9.46,10.46,2.29,5.23
1407,4.64,3.6,15.1,3.93,47.24,0.55,9.5,8.04,3.95,7.23
1408,3.3,3.12,16.12,2.75,41.21,0.6,11.06,8.04,3.01,5.49
1409,4.53,2.98,17.54,5.78,29.79,0.69,9.14,9.9,4.88,6.53
1410,3.57,2.19,20.6,5.27,49.18,0.46,10.63,8.89,4.57,5.79
1411,3.22,3.34,20.13,4.63,41.11,0.65,9.36,7.28,4.08,4.15
1412,6.45,4.5,19.91,6.19,54.91,0.76,8.37,6.82,5.88,6.91
1413,3.14,5.02,16.88,7.8,51.06,0.53,11.01,8.06,6.67,7.75
1414,5.11,3.94,16.64,4.7,48.6,0.76,8.13,7.03,6.22,6.86
1415,4.63,3.28,18.02,6.6,62.69,0.78,9.82,6.75,4.45,6.88
1416,3.79,4.25,15.78,7.62,58.36,0.69,8.7,6.05,4.62,6.45
1417,5.42,3.77,19.13,4.88,53.38,0.72,10.31,6.54,4.41,7.19
1418,7.06,3.77,18.31,6.32,69.41,0.71,11.97,7.76,4.06,8.26
1419,4.71,4.61,21.52,6.74,66.89,0.83,9.39,5.96,6.04,7.37
1420,5.12,3.96,18.84,4.93,72.71,0.72,10.44,7.3,6.05,9.36
1421,5.7,4.47,20.68,6.19,75.44,0.73,11.69,5.15,6.53,6.99
1422,5.41,3.35,17.2,6.9,68.45,0.75,8.91,7.25,9.24,10.45
1423,6.08,4.33,17.35,6.26,58.43,0.71,8.64,7.7,6.25,10.01
1424,5.61,3.58,15.93,7.32,82.93,0.66,8.79,9.86,8.85,10.31
1425,3.79,4.53,18.89,6.16,86.72,0.5,10.0,10.62,9.21,9.82
1426,6.38,3.23,19.58,4.47,66.41,0.57,9.42,9.41,7.12,7.08
1427,5.04,3.57,19.89,5.89,67.51,0.53,9.33,7.34,10.19,8.1
1428,3.8,4.13,18.52,5.96,91.63,0.49,7.19,8.67,7.77,8.77
1429,5.59,3.95,17.12,5.24,89.1,0.4,10.48,9.65,8.72,9.19
1430,2.51,3.57,15.98,5.0,83.87,0.49,9.03,8.55,10.0,8.82
1431,5.71,3.66,14.44,4.85,97.94,0.68,9.02,10.45,10.62,7.84
1432,5.43,2.73,16.35,4.16,68.46,0.58,11.11,8.99,9.14,8.67
1433,4.54,2.97,17.83,4.34,74.34,0.48,10.35,9.22,9.04,9.4
1434,3.74,3.81,17.71,4.64,79.77,0.34,8.68,7.95,8.98,8.45
1435,3.51,3.55,15.77,4.74,95.72,0.29,7.34,10.33,8.02,8.41
1436,4.67,2.91,15.98,5.11,94.75,0.35,9.32,7.92,8.06,9.61
1437,3.14,3.72,14.56,4.77,83.89,0.36,10.4,8.5,7.56,7.81
1438,3.56,3.15,14.13,3.03,93.23,0.51,8.48,9.14,7.39,8.41
1439,2.31,3.04,13.55,3.8,93.31,0.24,7.82,9.17,7.59,8.13
1440,1.54,3.04,16.78,3.53,87.3,0.33,8.5,9.81,7.55,6.8
1441,4.25,2.85,13.23,2.92,88.99,0.35,9.73,9.34,6.05,7.31
1442,2.21,2.26,12.38,2.73,90.34,0.08,9.89,9.21,6.17,7.24
1443,2.69,1.9,13.79,1.45,78.26,0.37,11.4,9.99,7.22,8.3
1444,1.25,2.36,13.53,2.94,83.55,0.3,8.03,7.54,4.82,6.81
1445,2.52,1.04,10.35,3.36,87.22,0.48,10.06,9.61,5.25,5.4
1446,1.23,1.67,9.11,2.89,71.46,0.19,8.39,8.32,5.91,6.38
1447,1.69,2.17,12.99,2.86,64.64,0.28,9.02,7.8,4.22,5.71
1448,0.33,1.47,4.59,2.91,47.83,0.49,10.46,8.35,4.84,5.81
1449,0.0,1.57,8.75,2.44,73.9,0.01,7.73,7.97,4.88,6.29
1450,0.48,1.3,8.6,1.96,48.36,0.15,9.13,8.43,5.55,6.72
1451,1.58,1.69,14.32,5.17,16.26,0.36,10.27,10.28,2.51,2.45
1452,4.3,1.29,11.08,4.05,31.68,0.36,9.47,10.61,1.88,5.7
1453,3.66,2.53,14.95,3.84,27.74,0.47,9.25,9.82,1.91,4.56
1454,3.0,2.43,16.38,3.84,21.95,0.47,7.91,10.77,4.48,3.9
1455,4.33,3.11,19.63,3.88,33.17,0.51,9.83,8.95,3.7,6.04
1456,4.28,2.89,14.35,3.73,50.38,0.41,9.77,7.81,2.88,4.05
1457,2.59,2.3,15.44,3.51,31.34,0.52,9.12,8.61,3.38,6.19
1458,4.31,3.0,16.35,4.59,36.41,0.65,10.56,9.5,4.36,5.93
1459,3.49,4.09,15.22,3.34,44.83,0.44,10.93,7.4,5.12,6.43
1460,3.96,3.98,16.42,3.69,48.92,0.63,8.94,6.41,4.68,7.08
1461,2.36,3.99,17.64,4.96,61.42,0.5,9.5,7.09,5.17,6.33
1462,5.7,3.8,19.29,5.43,51.67,0.67,9.24,7.46,4.49,6.73
1463,5.53,2.63,18.36,3.24,52.59,0.53,8.99,7.66,5.27,5.32
1464,2.72,3.8,19.65,4.15,64.54,0.77,8.84,5.74,4.66,5.49
1465,4.63,3.92,18.78,4.57,56.1,0.59,8.53,6.74,5.91,7.19
1466,4.27,2.9,19.36,6.6,36.79,0.71,10.37,6.78,4.67,7.59
1467,5.63,4.86,17.27,6.25,58.17,0.74,10.98,7.23,5.53,6.27
1468,6.47,4.16,18.84,6.16,56.36,0.77,9.78,7.81,7.28,7.8
1469,6.35,4.32,16.64,6.25,80.35,0.59,10.59,7.69,4.92,8.81
1470,5.76,3.64,21.47,5.2,60.81,0.66,10.98,9.29,6.43,8.77
1471,5.89,3.48,16.12,3.44,69.1,0.73,9.57,5.67,3.98,7.55
1472,5.14,3.38,18.83,5.95,61.61,0.66,8.09,7.94,5.61,8.22
1473,4.99,3.6,19.45,6.18,79.97,0.69,8.46,7.76,7.52,7.41
1474,6.02,4.3,19.92,6.41,68.47,0.63,11.36,8.95,8.72,9.55
1475,4.69,3.83,22.03,3.89,71.07,0.49,10.77,8.51,10.15,8.77
1476,3.27,3.99,20.31,7.01,87.69,0.58,7.95,6.91,9.51,8.33
1477,4.04,3.14,17.56,4.56,77.09,0.62,8.77,9.61,5.86,7.88
1478,2.78,4.02,18.22,4.93,90.56,0.48,9.66,8.45,9.4,8.89
1479,4.22,3.37,15.69,4.43,76.74,0.62,12.16,9.23,9.59,9.09
1480,7.03,3.33,19.16,6.56,80.54,0.51,9.57,9.44,7.14,8.63
1481,2.4,3.31,19.05,4.5,57.55,0.47,10.69,6.73,9.19,6.88
1482,2.91,3.26,14.09,4.0,98.24,0.34,10.33,7.7,9.58,7.65
1483,3.59,2.44,17.58,2.46,81.52,0.46,9.56,9.67,8.66,6.03
1484,2.67,2.08,17.07,5.56,91.33,0.4,8.8,10.24,5.49,8.78
1485,3.52,2.67,17.14,3.71,80.67,0.31,10.67,10.7,8.84,8.24
1486,3.36,3.08,13.26,3.82,93.25,0.32,10.14,10.53,9.27,7.67
1487,1.19,3.3,19.06,3.09,78.01,0.36,10.7,8.06,7.83,6.8
1488,1.82,2.13,15.78,3.82,91.46,0.25,10.48,7.79,6.92,6.85
1489,2.59,2.39,14.96,3.31,81.2,0.32,9.87,9.91,7.47,7.07
1490,4.41,3.11,14.99,2.84,85.51,0.23,8.36,8.69,7.54,6.37
1491,3.42,2.59,13.23,3.73,64.24,0.11,9.17,11.0,9.83,6.94
1492,2.17,2.42,14.58,2.65,62.25,0.37,9.12,9.13,6.1,6.77
1493,1.25,2.32,14.19,1.76,67.92,0.2,10.52,8.84,7.12,8.42
1494,3.3,0.92,13.76,2.15,72.74,0.02,8.2,5.35,5.43,7.36
1495,1.63,1.62,11.05,2.27,87.93,0.32,8.36,8.28,5.95,5.99
1496,0.65,2.18,11.22,1.0,66.09,0.25,7.7,7.55,5.29,5.54
1497,2.06,1.68,11.84,1.53,99.0,0.23,7.51,8.23,3.73,5.75
1498,0.45,1.58,10.9,2.23,71.59,0.22,9.71,7.05,5.19,4.38
1499,1.75,0.91,10.86,1.36,40.33,0.27,10.33,8.86,3.94,5.05
1500,1.54,0.51,11.41,0.67,79.34,0.16,8.78,6.1,4.72,5.22
1501,0.77,2.28,13.62,5.72,46.93,0.53,9.3,9.55,2.95,5.33
1502,1.09,2.11,13.31,4.13,8.1,0.56,8.67,10.94,1.72,5.44
1503,5.02,2.11,15.37,4.38,24.22,0.38,8.1,8.91,1.79,2.7
1504,3.23,3.48,13.85,2.78,46.89,0.46,10.11,8.86,2.35,4.54
1505,3.93,3.19,15.16,2.96,40.01,0.6,9.91,8.09,4.19,3.57
1506,4.49,3.57,18.23,3.21,41.02,0.56,10.29,9.53,3.95,5.82
1507,3.73,3.01,16.07,3.99,39.62,0.52,9.9,9.17,3.28,6.01
1508,3.63,2.58,18.87,4.75,37.19,0.52,8.11,9.26,3.45,5.98
1509,4.48,2.83,15.09,4.25,45.9,0.64,9.11,8.43,3.22,5.86
1510,4.6,3.97,15.19,5.98,44.44,0.67,9.65,8.03,5.79,6.8
1511,4.94,2.23,16.75,5.63,67.69,0.69,8.57,7.71,3.79,6.32
1512,3.67,3.76,16.73,3.74,49.88,0.82,10.22,8.01,5.16,7.19
1513,5.39,3.51,17.59,5.55,54.28,0.81,10.69,6.78,5.79,7.52
1514,3.09,4.04,18.14,4.39,39.84,0.6,10.28,8.27,3.89,8.1
1515,3.9,4.02,19.24,6.04,48.03,0.75,10.08,6.78,6.43,7.22
1516,5.53,3.24,18.2,5.03,50.91,0.56,9.88,6.06,5.5,7.1
1517,7.72,3.71,17.1,5.6,63.1,0.79,11.26,7.37,4.89,6.37
1518,6.31,3.66,17.29,3.89,69.79,0.64,9.01,6.84,6.11,8.38
1519,6.15,2.74,18.91,6.49,65.76,0.66,10.4,7.25,5.72,9.1
1520,6.13,3.29,21.97,4.28,70.88,0.71,10.15,5.61,7.36,7.95
1521,7.99,4.04,18.59,5.46,93.62,0.76,10.04,7.5,7.71,6.68
1522,5.16,4.25,21.13,4.13,93.71,0.72,10.37,7.33,6.83,8.4
1523,5.7,4.66,16.36,4.57,80.6,0.86,10.44,6.77,9.33,9.01
1524,3.79,4.16,16.81,4.49,79.13,0.72,9.37,7.64,6.66,8.47
1525,5.71,3.99,21.17,5.32,74.42,0.4,8.74,8.14,8.07,8.49
1526,4.52,4.07,15.33,4.33,83.03,0.59,9.89,6.36,7.27,10.64
1527,5.89,3.34,16.87,2.99,73.95,0.66,9.83,7.02,7.15,8.12
1528,5.01,4.19,17.32,5.24,58.8,0.58,9.72,7.23,7.83,8.27
1529,4.76,3.23,19.83,4.63,76.89,0.45,10.45,10.46,6.95,10.44
1530,6.1,3.7,17.5,4.61,101.97,0.58,10.51,8.28,8.56,8.68
1531,5.71,3.16,16.07,5.04,81.55,0.35,9.14,10.01,10.76,9.52
1532,2.04,3.5,15.93,5.08,82.57,0.4,7.79,9.62,8.62,7.97
1533,3.08,4.29,17.29,5.05,74.73,0.62,10.47,10.68,11.58,6.4
1534,3.93,2.73,20.27,3.93,88.39,0.46,8.32,8.85,10.82,7.33
1535,3.91,2.57,14.03,4.4,84.99,0.43,7.7,10.29,8.25,9.59
1536,4.4,2.75,15.06,4.49,87.98,0.42,11.65,9.02,8.36,8.16
1537,3.94,2.67,16.49,3.88,85.39,0.34,9.34,8.39,9.37,6.02
1538,2.29,2.17,17.26,1.48,84.12,0.19,9.71,7.68,8.0,7.95
1539,3.59,1.89,15.5,3.6,102.34,0.39,8.26,8.87,4.76,5.42
1540,3.97,2.04,14.67,1.44,73.48,0.19,8.3,10.51,6.44,8.67
1541,2.13,1.52,15.51,3.53,95.24,0.29,9.72,7.4,8.05,7.27
1542,4.02,2.04,12.57,3.65,83.02,0.34,9.04,8.32,7.21,6.66
1543,1.0,1.63,14.77,0.91,94.19,0.26,9.63,9.1,4.94,5.77
1544,1.84,3.03,13.67,2.63,74.14,0.32,8.19,8.82,5.93,6.63
1545,1.17,1.48,12.72,2.39,58.29,0.35,11.04,9.04,5.53,6.73
1546,1.11,1.97,10.26,0.34,77.06,0.31,8.25,9.12,6.6,5.71
1547,0.0,1.8,8.82,2.96,82.53,0.25,9.93,8.23,6.34,6.97
1548,1.83,0.89,7.5,0.73,91.85,0.26,9.84,7.62,7.29,5.59
1549,1.27,1.39,10.2,1.59,73.94,0.17,9.1,9.4,6.37,3.7
1550,1.13,0.7,7.66,1.45,78.26,0.2,9.89,8.16,3.79,6.72
1551,3.03,2.34,11.21,3.79,37.37,0.45,9.3,9.87,3.02,4.1
1552,2.3,2.49,11.7,2.63,15.54,0.33,10.12,9.91,5.14,5.48
1553,3.61,2.01,14.97,4.65,41.12,0.27,10.82,9.23,3.27,5.07
1554,4.15,2.78,14.84,6.46,41.02,0.47,10.36,12.61,2.61,3.32
1555,3.12,2.57,15.54,4.67,47.94,0.31,7.81,8.5,2.91,5.16
1556,1.45,2.32,16.86,2.9,16.14,0.88,9.0,9.67,4.76,5.78
1557,2.44,3.25,17.26,3.89,56.4,0.24,11.41,8.76,2.83,3.78
1558,3.99,3.05,14.68,5.26,48.35,0.62,10.66,8.31,3.8,7.1
1559,6.7,2.54,18.33,2.63,41.94,0.56,10.0,7.18,1.74,8.25
1560,4.76,3.47,16.79,3.03,44.22,0.51,8.25,9.25,4.77,4.54
1561,3.69,4.12,17.15,4.99,79.02,0.51,10.17,6.08,4.0,7.52
1562,4.33,3.41,19.55,4.46,65.44,0.6,10.32,9.04,4.92,4.84
1563,3.2,2.46,19.82,4.02,34.13,0.59,9.54,7.72,3.63,2.79
1564,4.02,3.49,19.23,6.36,65.7,0.61,10.49,9.0,4.91,6.4
1565,5.76,3.07,21.3,4.17,49.71,0.55,8.36,7.91,5.63,6.89
1566,2.12,3.56,20.48,3.79,54.16,0.56,9.61,8.92,6.77,7.09
1567,4.95,3.44,20.03,5.64,74.74,0.55,9.53,6.69,6.31,7.13
1568,4.82,3.18,21.05,7.14,53.25,0.72,10.4,7.86,6.6,7.1
1569,4.03,3.35,17.1,4.83,52.57,0.65,9.89,7.51,5.59,8.34
1570,3.41,3.7,19.27,6.52,72.48,0.73,9.66,7.9,7.82,9.09
1571,4.09,3.1,19.11,4.09,55.18,0.56,11.57,6.83,5.75,7.43
1572,7.39,4.3,14.84,3.37,83.24,0.6,9.16,6.82,5.47,6.83
1573,4.3,4.94,19.8,4.63,67.55,0.62,9.88,9.16,7.37,8.07
1574,4.63,4.06,19.79,4.59,86.54,0.57,10.66,8.25,7.48,8.29
1575,5.72,4.54,16.39,3.96,82.53,0.48,10.33,9.16,5.66,9.41
1576,2.62,3.55,16.92,4.5,96.67,0.61,10.09,8.78,9.35,6.31
1577,4.24,2.91,16.47,7.18,91.07,0.6,7.31,9.01,10.06,9.53
1578,4.68,4.34,18.23,4.56,90.71,0.32,8.7,8.78,7.59,9.76
1579,4.43,3.39,16.6,3.01,87.92,0.32,10.09,8.2,7.54,8.7
1580,4.89,3.46,20.45,5.36,93.81,0.43,9.13,9.32,7.64,7.36
1581,4.69,3.18,16.38,4.52,84.04,0.4,8.38,8.21,8.84,8.22
1582,3.54,2.9,19.85,3.69,107.26,0.51,11.55,10.77,8.23,9.41
1583,3.04,3.27,15.93,4.73,89.52,0.16,10.03,9.83,9.81,7.06
1584,5.34,1.97,17.98,4.03,78.31,0.33,9.28,9.25,7.63,7.29
1585,3.16,3.27,13.72,2.6,96.59,0.34,10.67,11.93,7.45,7.89
1586,2.43,2.93,16.89,2.57,91.03,0.4,8.54,10.36,8.58,7.23
1587,1.61,3.07,17.25,4.48,80.97,0.37,9.29,7.32,5.58,6.26
1588,1.45,2.51,14.52,2.32,61.51,0.44,8.26,8.14,7.99,6.47
1589,3.61,2.26,12.55,2.64,88.46,0.29,9.97,8.67,6.27,7.32
1590,2.26,2.7,12.94,4.4,78.57,0.43,9.56,8.54,7.63,7.05
1591,3.32,1.48,12.94,2.36,91.16,0.35,8.83,8.99,6.01,5.83
1592,2.11,2.15,13.69,2.81,94.73,0.33,8.64,9.57,7.71,5.95
1593,1.04,1.6,10.4,2.77,81.9,0.18,9.57,8.91,5.74,5.25
1594,4.47,2.89,7.75,1.21,92.96,0.2,9.77,8.58,6.07,7.18
1595,2.71,1.44,7.37,1.6,67.34,0.32,9.03,7.99,6.73,6.52
1596,2.56,2.33,8.83,2.41,71.92,0.12,9.3,7.67,4.96,7.26
1597,2.99,0.84,11.41,2.1,80.07,0.09,9.0,7.65,3.85,5.84
1598,2.22,0.21,10.97,1.44,66.3,0.21,11.9,8.22,5.94,6.2
1599,1.05,0.99,8.73,2.36,46.85,0.3,9.6,6.97,4.53,5.22
1600,2.2,1.93,6.74,1.45,75.87,0.04,8.12,7.18,5.69,5.06
1601,2.91,2.66,14.28,1.48,30.71,0.11,9.73,10.31,2.54,4.47
1602,3.0,2.2,15.37,4.43,31.67,0.51,9.18,11.06,2.71,3.93
1603,2.44,1.83,13.27,3.11,36.63,0.24,9.14,8.17,2.48,5.34
1604,2.3,2.28,13.29,3.64,29.71,0.24,9.46,10.02,3.92,4.39
1605,2.97,2.56,15.5,2.39,39.79,0.55,9.61,9.14,4.24,4.51
1606,1.2,1.9,17.08,2.85,39.6,0.51,9.25,7.94,4.65,6.08
1607,2.87,2.88,18.35,4.45,27.76,0.58,8.91,8.91,4.16,5.65
1608,3.43,2.92,11.39,4.99,37.54,0.55,10.43,7.9,5.22,6.53
1609,2.85,3.24,16.46,5.51,43.67,0.43,9.3,8.11,5.45,6.4
1610,3.63,3.66,12.39,3.8,43.22,0.61,10.78,9.29,4.24,6.19
1611,5.08,2.43,18.34,4.52,40.8,0.66,11.85,7.3,3.47,5.58
1612,3.14,3.38,18.18,5.17,65.62,0.38,10.98,7.77,5.73,5.19
1613,4.56,3.38,17.33,6.63,57.74,0.61,9.34,6.48,4.99,4.07
1614,5.0,3.76,19.31,5.32,71.31,0.73,11.57,8.3,4.15,5.76
1615,5.82,3.81,20.53,4.96,45.45,0.5,9.59,8.74,5.25,7.17
1616,3.35,3.83,17.67,2.91,63.22,0.57,9.36,7.16,5.78,8.19
1617,4.16,3.38,17.2,4.89,56.89,0.83,10.84,7.17,3.03,8.43
1618,6.46,3.62,19.95,5.93,63.08,0.78,7.16,8.11,5.01,8.05
1619,3.45,2.45,20.07,4.68,67.25,0.59,8.7,7.96,6.58,6.47
1620,4.41,3.53,18.47,4.43,57.48,0.68,10.16,7.43,6.2,8.67
1621,3.71,3.79,20.23,3.96,84.01,0.42,8.65,6.3,4.98,8.48
1622,5.05,3.06,17.45,6.84,72.8,0.56,9.66,7.84,7.17,7.31
1623,5.29,3.56,19.99,3.83,70.46,0.6,12.77,7.97,6.65,8.87
1624,5.2,4.1,20.04,4.22,90.4,0.47,9.87,10.68,7.53,7.91
1625,3.71,2.56,21.31,4.54,81.18,0.46,8.99,7.78,6.05,8.81
1626,3.7,3.38,17.24,4.14,78.52,0.44,9.58,8.77,8.83,8.2
1627,6.18,3.71,16.6,4.72,83.52,0.68,8.13,9.16,8.39,7.83
1628,2.87,4.21,21.14,6.0,87.28,0.57,9.32,7.28,9.83,7.26
1629,4.9,2.55,18.1,5.68,101.82,0.59,9.11,7.44,7.92,7.52
1630,3.38,3.42,14.57,4.89,98.14,0.42,9.68,9.44,8.05,9.64
1631,3.45,4.62,21.48,6.92,68.67,0.36,10.98,9.41,8.48,8.46
1632,3.94,3.41,17.7,4.4,105.77,0.5,11.09,8.16,9.21,8.05
1633,2.29,2.57,19.26,4.29,83.46,0.5,9.32,10.3,7.48,7.61
1634,3.79,3.47,12.55,4.03,104.2,0.35,9.03,8.1,8.12,7.31
1635,3.42,3.14,13.43,0.86,95.09,0.23,9.56,8.76,8.47,7.31
1636,2.69,2.37,17.53,4.9,118.78,0.38,9.56,8.56,6.85,7.37
1637,2.05,2.73,12.35,1.71,94.76,0.27,9.06,11.2,7.57,6.26
1638,3.54,1.73,14.0,3.59,86.14,0.16,8.77,8.42,8.36,7.85
1639,3.64,1.76,12.22,2.0,97.69,0.3,9.95,10.8,8.5,8.04
1640,1.08,1.71,16.04,3.25,92.18,0.34,11.09,10.39,5.99,5.36
1641,3.68,1.94,16.3,3.04,98.13,0.34,10.12,7.95,6.28,6.44
1642,3.41,2.34,14.94,1.29,82.46,0.26,9.07,8.5,5.11,6.6
1643,1.71,0.67,10.92,2.02,103.59,0.18,9.16,8.29,8.07,6.61
